label,date,confirmed,recovered,deaths
germany,20200516,175203,152151,7958
germany,20200517,175825,153011,7983
germany,20200518,176007,153499,8055
germany,20200519,177239,154380,8130
germany,20200520,178004,155562,8186
germany,20200521,178207,157137,8218
germany,20200522,179216,158533,8254
germany,20200523,179424,159485,8284
germany,20200524,179772,160098,8294
germany,20200525,180097,160809,8342
germany,20200526,180671,161383,8393
germany,20200527,181012,162501,8467
germany,20200528,181683,163054,8491
germany,20200529,182414,163896,8529
germany,20200530,182652,164504,8543
germany,20200531,182847,165113,8551
germany,20200601,183030,165316,8565
germany,20200602,183290,166438,8586
germany,20200603,183513,167235,8624
germany,20200604,183846,167695,8649
germany,20200605,184274,168691,8675
germany,20200606,184784,169012,8684
germany,20200607,185089,169376,8689
germany,20200608,185420,169742,8729
germany,20200609,185807,170287,8748
germany,20200610,185815,170749,8770
germany,20200611,185978,171356,8777
germany,20200612,186521,172075,8793
germany,20200613,186546,172363,8800
germany,20200614,186792,172638,8804
germany,20200615,186952,172812,8814
germany,20200616,187507,173237,8843
germany,20200617,188559,173539,8872
germany,20200618,189050,173832,8886
germany,20200619,189546,174366,8896
germany,20200620,189975,174816,8896
germany,20200621,190480,175128,8898
germany,20200622,191023,175448,8908
germany,20200623,191574,175853,8927
germany,20200624,192163,175917,8938
germany,20200625,192636,176161,8958
germany,20200626,193314,176732,8967
germany,20200627,193594,176799,8969
germany,20200628,193847,177030,8973
germany,20200629,194340,177184,8983
germany,20200630,194787,177667,8997
germany,20200701,195283,178546,9004
germany,20200702,195751,178995,9014
germany,20200703,196189,179473,9019
germany,20200704,196427,179914,9023
germany,20200705,196644,180379,9023
germany,20200706,197084,180872,9031
germany,20200707,197414,181378,9043
germany,20200708,197863,181839,9054
germany,20200709,198282,182245,9060
germany,20200710,198627,182889,9067
germany,20200711,198882,183114,9070
germany,20200712,199041,183365,9071
germany,20200713,199442,183786,9076
germany,20200714,199787,184252,9079
germany,20200715,200330,184853,9085
germany,20200716,200916,185321,9090
germany,20200717,201442,185769,9091
germany,20200718,201655,186046,9091
germany,20200719,201905,186318,9093
germany,20200720,202419,186774,9098
germany,20200721,202877,187144,9102
germany,20200722,203512,187614,9109
germany,20200723,204253,188036,9117
germany,20200724,205042,188440,9124
germany,20200725,205349,188700,9124
germany,20200726,205701,188879,9124
germany,20200727,206320,189292,9129
germany,20200728,207032,189653,9134
germany,20200729,207899,190179,9141
germany,20200730,208772,190736,9147
germany,20200731,209769,191237,9154
germany,20200801,210195,191454,9155
germany,20200802,210514,191698,9155
germany,20200803,211357,192190,9162
germany,20200804,212092,192610,9174
germany,20200805,213135,193201,9181
germany,20200806,214302,193870,9189
germany,20200807,215410,194557,9202
germany,20200808,215950,194853,9203
germany,20200809,216388,195165,9204
germany,20200810,217566,195737,9208
germany,20200811,218586,196369,9214
germany,20200812,220036,197167,9218
germany,20200813,221615,197968,9233
germany,20200814,222890,198867,9237
germany,20200815,223524,199250,9237
germany,20200816,224086,199554,9238
germany,20200817,225620,200327,9242
germany,20200818,227093,201000,9249
germany,20200819,228687,201949,9261
germany,20200820,230299,203025,9267
germany,20200821,232169,204064,9273
germany,20200822,232978,204555,9275
germany,20200823,233656,204973,9278
germany,20200824,235140,206033,9283
germany,20200825,236546,206988,9287
germany,20200826,238006,208315,9293
germany,20200827,239572,209750,9296
germany,20200828,241105,210970,9296
germany,20200829,241850,211557,9302
germany,20200830,242463,212067,9305
germany,20200831,243729,213459,9309
germany,20200901,244958,214772,9321
germany,20200902,246363,216248,9328
germany,20200903,247810,217769,9330
germany,20200904,249220,219486,9331
germany,20200905,250063,220241,9332
germany,20200906,250891,220870,9332
germany,20200907,252570,222288,9337
germany,20200908,253880,223610,9344
germany,20200909,255432,225065,9347
germany,20200910,257039,226631,9349
germany,20200911,258681,228109,9353
germany,20200912,259699,228830,9355
germany,20200913,260686,229432,9356
germany,20200914,262150,230739,9368
germany,20200915,263933,232011,9374
germany,20200916,265926,233451,9377
germany,20200917,268005,234924,9384
germany,20200918,270187,236419,9391
germany,20200919,271808,237254,9392
germany,20200920,272843,238053,9391
germany,20200921,274439,239682,9402
germany,20200922,276401,240998,9415
germany,20200923,278172,242512,9434
germany,20200924,280353,244095,9450
germany,20200925,282819,245707,9459
germany,20200926,284456,246665,9464
germany,20200927,285478,247575,9466
germany,20200928,287546,248988,9478
germany,20200929,289400,250644,9494
germany,20200930,291858,252506,9507
germany,20201001,294539,254451,9515
germany,20201002,297336,256460,9533
germany,20201003,299411,257923,9536
germany,20201004,301572,258913,9539
germany,20201005,304671,260509,9557
germany,20201006,307127,262328,9569
germany,20201007,311085,264040,9584
germany,20201008,315536,266095,9596
germany,20201009,320495,268380,9611
germany,20201010,323460,269884,9621
germany,20201011,326306,270893,9627
germany,20201012,331131,272825,9642
germany,20201013,335713,274620,9686
germany,20201014,341771,276952,9719
germany,20201015,348824,279491,9742
germany,20201016,356847,282129,9777
germany,20201017,362163,284102,9788
germany,20201018,366982,286027,9800
germany,20201019,373825,288779,9846
germany,20201020,381105,291097,9885
germany,20201021,392395,294589,9914
germany,20201022,403874,298537,9962
germany,20201023,418425,302947,10013
germany,20201024,429518,305620,10039
germany,20201025,438388,308077,10063
germany,20201026,450258,312306,10108
germany,20201027,464890,316254,10197
germany,20201028,481680,321506,10282
germany,20201029,500411,327606,10361
germany,20201030,519752,334480,10465
germany,20201031,533704,339091,10522
germany,20201101,545734,343357,10543
germany,20201102,560980,349319,10675
germany,20201103,578649,355477,10832
germany,20201104,598525,365183,10950
germany,20201105,620133,375091,11115
germany,20201106,643491,387595,11244
germany,20201107,659625,396997,11309
germany,20201108,673182,404596,11375
germany,20201109,688972,414907,11525
germany,20201110,706780,427272,11782
germany,20201111,728740,441701,11997
germany,20201112,752293,457874,12220
germany,20201113,774793,474762,12409
germany,20201114,791526,486882,12514
germany,20201115,802946,497408,12575
germany,20201116,817526,510706,12843
germany,20201117,834378,525995,13145
germany,20201118,856903,543905,13394
germany,20201119,880662,563216,13665
germany,20201120,903545,584557,13921
germany,20201121,919443,599542,14061
germany,20201122,932111,612062,14161
germany,20201123,946648,626767,14462
germany,20201124,962906,643569,14833
germany,20201125,985058,664118,15210
germany,20201126,1007761,686276,15641
germany,20201127,1029414,707769,16015
germany,20201128,1044431,723781,16181
germany,20201129,1055607,735196,16307
germany,20201130,1069763,749522,16695
germany,20201201,1086156,766054,17178
germany,20201202,1108176,787564,17663
germany,20201203,1131718,810462,18095
germany,20201204,1157514,832953,18581
germany,20201205,1172732,848640,18839
germany,20201206,1185444,861335,18990
germany,20201207,1200102,875676,19437
germany,20201208,1220117,891676,20005
germany,20201209,1244168,913334,20460
germany,20201210,1273802,935604,21064
germany,20201211,1302331,956921,21569
germany,20201212,1323062,971949,21901
germany,20201213,1339406,982965,22109
germany,20201214,1357141,996679,22637
germany,20201215,1381971,1012256,23545
germany,20201216,1412095,1033648,24274
germany,20201217,1442616,1056480,25027
germany,20201218,1474153,1080964,25756
germany,20201219,1497689,1095901,26173
germany,20201220,1514780,1108377,26400
germany,20201221,1534116,1122299,27112
germany,20201222,1558698,1140572,28103
germany,20201223,1591379,1163432,28914
germany,20201224,1617271,1191261,29333
germany,20201225,1632736,1218167,29581
germany,20201226,1646240,1237386,29949
germany,20201227,1658637,1252346,30300
germany,20201228,1672643,1268521,31145
germany,20201229,1691755,1290545,32263
germany,20201230,1723696,1318030,33281
germany,20201231,1746929,1346645,33791
germany,20210101,1762504,1376675,34150
germany,20210102,1773540,1398211,34487
germany,20210103,1783896,1414120,34793
germany,20210104,1796216,1431563,35750
germany,20210105,1814565,1454221,36760
germany,20210106,1841077,1484100,37837
germany,20210107,1870876,1509589,38988
germany,20210108,1895942,1526601,40054
germany,20210109,1914946,1541004,40600
germany,20210110,1929410,1553851,40939
germany,20210111,1941116,1567737,41806
germany,20210112,1958074,1586908,42890
germany,20210113,1982794,1617276,44100
germany,20210114,2004239,1640857,45209
germany,20210115,2023778,1658611,46223
germany,20210116,2038645,1671697,46673
germany,20210117,2050180,1683164,46908
germany,20210118,2059382,1695963,47833
germany,20210119,2071615,1714394,48998
germany,20210120,2090978,1741120,50017
germany,20210121,2108895,1769285,50870
germany,20210122,2125240,1791585,51716
germany,20210123,2137689,1809108,52097
germany,20210124,2147814,1822959,52296
germany,20210125,2154656,1834289,53132
germany,20210126,2164043,1850724,54087
germany,20210127,2179770,1875933,55042
germany,20210128,2194562,1896892,55885
germany,20210129,2207393,1914805,56718
germany,20210130,2217334,1928513,57111
germany,20210131,2225659,1939614,57309
germany,20210201,2232327,1948688,58061
germany,20210202,2239968,1961299,58906
germany,20210203,2252489,1981277,59720
germany,20210204,2265536,2000687,60604
germany,20210205,2276371,2018113,61267
germany,20210206,2285094,2031588,61553
germany,20210207,2291673,2042412,61721
germany,20210208,2296323,2049754,62194
germany,20210209,2302051,2059841,63008
germany,20210210,2311297,2076699,63676
germany,20210211,2321225,2092263,64234
germany,20210212,2330414,2105898,64772
germany,20210213,2336905,2116606,64990
germany,20210214,2341744,2125457,65107
germany,20210215,2346876,2132099,65639
germany,20210216,2352766,2140096,66202
germany,20210217,2362364,2153449,66738
germany,20210218,2372209,2166959,67248
germany,20210219,2381259,2178385,67760
germany,20210220,2388421,2187731,67882
germany,20210221,2394515,2194956,67946
germany,20210222,2399499,2199624,68365
germany,20210223,2405263,2205660,68790
germany,20210224,2416037,2215822,69170
germany,20210225,2426819,2226315,69578
germany,20210226,2436488,2235867,69943
germany,20210227,2444177,2242898,70092
germany,20210228,2450295,2248375,70152
germany,20210301,2455569,2253451,70515
germany,20210302,2462061,2259280,70926
germany,20210303,2472896,2269100,71289
germany,20210304,2484306,2279320,71554
germany,20210305,2493887,2288430,71852
germany,20210306,2502163,2295805,71951
germany,20210307,2508655,2301958,71989
germany,20210308,2513784,2306627,72236
germany,20210309,2520618,2312085,72536
germany,20210310,2533206,2322231,72858
germany,20210311,2546526,2332577,73123
germany,20210312,2559296,2341924,73349
germany,20210313,2569864,2349307,73416
germany,20210314,2578842,2355122,73463
germany,20210315,2585385,2360129,73702
germany,20210316,2595058,2366249,73953
germany,20210317,2612908,2376612,74177
germany,20210318,2629960,2387484,74402
germany,20210319,2646107,2396752,74609
germany,20210320,2659792,2404708,74707
germany,20210321,2670001,2411070,74757
germany,20210322,2678262,2415916,75011
germany,20210323,2690917,2422292,75255
germany,20210324,2713490,2434289,75484
germany,20210325,2735130,2446914,75671
germany,20210326,2755555,2458906,75829
germany,20210327,2772666,2468810,75916
germany,20210328,2784644,2477168,75965
germany,20210329,2794949,2483283,76139
germany,20210330,2809198,2492069,76389
germany,20210331,2833501,2508316,76589
germany,20210401,2855432,2524005,76824
germany,20210402,2873479,2538723,76940
germany,20210403,2886029,2551255,77011
germany,20210404,2896105,2560672,77060
germany,20210405,2903036,2568216,77151
germany,20210406,2910904,2579406,77451
germany,20210407,2931205,2599674,77759
germany,20210408,2956598,2619362,78048
germany,20210409,2980716,2638006,78297
germany,20210410,2998501,2653703,78402
germany,20210411,3012158,2664983,78500
germany,20210412,3024604,2674240,78796
germany,20210413,3044305,2687233,79137
germany,20210414,3073559,2709954,79428
germany,20210415,3099347,2730663,79674
germany,20210416,3123486,2748111,79894
germany,20210417,3142708,2760810,79972
germany,20210418,3155522,2770832,80052
germany,20210419,3163676,2777725,80356
germany,20210420,3172439,2786449,80458
europe,20200125,3,0,0
europe,20200126,3,0,0
europe,20200127,4,0,0
europe,20200128,8,0,0
europe,20200129,10,0,0
europe,20200130,11,0,0
europe,20200131,20,0,0
europe,20200201,23,0,0
europe,20200202,25,0,0
europe,20200203,27,0,0
europe,20200204,28,0,0
europe,20200205,28,0,0
europe,20200206,29,0,0
europe,20200207,32,0,0
europe,20200208,37,2,0
europe,20200209,38,2,0
europe,20200210,43,2,0
europe,20200211,45,3,0
europe,20200212,46,5,0
europe,20200213,46,6,0
europe,20200214,46,13,0
europe,20200215,47,14,1
europe,20200216,47,14,1
europe,20200217,47,20,1
europe,20200218,47,23,1
europe,20200219,47,24,1
europe,20200220,47,24,1
europe,20200221,64,25,2
europe,20200222,106,28,3
europe,20200223,199,28,4
europe,20200224,277,35,8
europe,20200225,383,37,11
europe,20200226,541,37,14
europe,20200227,806,38,19
europe,20200228,1135,38,23
europe,20200229,1499,39,31
europe,20200301,2220,39,36
europe,20200302,2755,38,55
europe,20200303,3410,35,85
europe,20200304,4466,34,115
europe,20200305,5821,33,161
europe,20200306,7568,29,218
europe,20200307,9716,28,264
europe,20200308,12197,27,415
europe,20200309,15085,30,525
europe,20200310,18726,33,723
europe,20200311,24022,44,966
europe,20200312,25504,55,976
europe,20200313,37391,87,1529
europe,20200314,47819,103,1832
europe,20200315,55928,147,2327
europe,20200316,67331,199,2823
europe,20200317,79137,234,3432
europe,20200318,92972,520,4073
europe,20200319,111193,946,4912
europe,20200320,130196,1400,6083
europe,20200321,152012,2133,7516
europe,20200322,171205,3123,8850
europe,20200323,195587,6643,10307
europe,20200324,221825,10522,12244
europe,20200325,251647,13062,14478
europe,20200326,288199,14156,16789
europe,20200327,323619,21734,19271
europe,20200328,360574,28079,22054
europe,20200329,388420,34042,24523
europe,20200330,423573,41893,27426
europe,20200331,463157,49161,30923
europe,20200401,502638,57383,34802
europe,20200402,542983,69195,39320
europe,20200403,581692,81227,43404
europe,20200404,618383,95655,47506
europe,20200405,652777,108062,50603
europe,20200406,682792,123854,54047
europe,20200407,716379,140720,59352
europe,20200408,754340,165996,63289
europe,20200409,792032,194842,68080
europe,20200410,836469,218526,72770
europe,20200411,874406,244235,76276
europe,20200412,908450,263694,79552
europe,20200413,937161,287683,82763
europe,20200414,971326,317440,86802
europe,20200415,1006427,345862,91611
europe,20200416,1043872,375691,95898
europe,20200417,1079847,406692,99836
europe,20200418,1115992,434673,103653
europe,20200419,1150805,461492,106342
europe,20200420,1182934,486847,108997
europe,20200421,1216203,514752,113012
europe,20200422,1248702,547541,116485
europe,20200423,1280032,581063,119596
europe,20200424,1302279,618640,123127
europe,20200425,1332986,652137,126020
europe,20200426,1360163,681895,127827
europe,20200427,1387552,709875,129942
europe,20200428,1413231,741427,132808
europe,20200429,1438367,774538,135789
europe,20200430,1467037,809618,138144
europe,20200501,1497041,843877,140158
europe,20200502,1523791,876892,141928
europe,20200503,1552702,909182,143515
europe,20200504,1579143,939543,145238
europe,20200505,1606453,971326,147441
europe,20200506,1640447,1002764,149931
europe,20200507,1672056,1033981,151738
europe,20200508,1701416,1057436,153745
europe,20200509,1727282,1087920,154836
europe,20200510,1753575,1114873,155979
europe,20200511,1781451,1141598,157202
europe,20200512,1807626,1167402,159089
europe,20200513,1831647,1192816,160517
europe,20200514,1856838,1221571,162150
europe,20200515,1883434,1250743,163785
europe,20200516,1906900,1277717,164965
europe,20200517,1929402,1307332,165989
europe,20200518,1950197,1334573,166872
europe,20200519,1972170,1361543,167813
europe,20200520,1990718,1394252,169003
europe,20200521,2011877,1424491,169965
europe,20200522,2035833,1450534,171539
europe,20200523,2057612,1476063,172378
europe,20200524,2077556,1501624,173248
europe,20200525,2095762,1530911,171944
europe,20200526,2118154,1556111,173015
europe,20200527,2137391,1579081,174127
europe,20200528,2162025,1604037,175047
europe,20200529,2183348,1630504,176003
europe,20200530,2204711,1653960,176725
europe,20200531,2224192,1677155,177146
europe,20200601,2242426,1698681,177630
europe,20200602,2260225,1720753,178442
europe,20200603,2281249,1741614,179263
europe,20200604,2302095,1764253,179868
europe,20200605,2323075,1788075,180657
europe,20200606,2343893,1810246,181241
europe,20200607,2363727,1831009,181603
europe,20200608,2382797,1850647,182061
europe,20200609,2402583,1873112,182782
europe,20200610,2421525,1892633,183487
europe,20200611,2442335,1916646,183945
europe,20200612,2464277,1938328,184499
europe,20200613,2485577,1959798,184959
europe,20200614,2506239,1979423,185253
europe,20200615,2525227,1998254,185605
europe,20200616,2545339,2015960,186262
europe,20200617,2566736,2036287,186916
europe,20200618,2587703,2056619,187441
europe,20200619,2607185,2076168,189067
europe,20200620,2626565,2096942,189487
europe,20200621,2644545,2116371,189739
europe,20200622,2665823,2135022,190064
europe,20200623,2685869,2155069,190598
europe,20200624,2705787,2174188,191011
europe,20200625,2725957,2195467,191412
europe,20200626,2747464,2215844,191910
europe,20200627,2765722,2237115,192253
europe,20200628,2783394,2257184,192515
europe,20200629,2803650,2275654,192842
europe,20200630,2821904,2294711,193280
europe,20200701,2841239,2315688,193795
europe,20200702,2860057,2336458,194220
europe,20200703,2849300,2355821,194657
europe,20200704,2866093,2375379,194998
europe,20200705,2882338,2393879,195266
europe,20200706,2902752,2414043,195586
europe,20200707,2919837,2433610,196077
europe,20200708,2938779,2452784,196533
europe,20200709,2957639,2472905,196932
europe,20200710,2977371,2493744,197342
europe,20200711,2995232,2512271,197698
europe,20200712,3012046,2530190,197940
europe,20200713,3032602,2550188,198207
europe,20200714,3050250,2567869,198593
europe,20200715,3070128,2587475,199036
europe,20200716,3089939,2606315,199422
europe,20200717,3111375,2601221,199815
europe,20200718,3129212,2618289,200074
europe,20200719,3146276,2634614,200285
europe,20200720,3169650,2655139,200545
europe,20200721,3188613,2672271,200869
europe,20200722,3209675,2690972,201251
europe,20200723,3232560,2709836,201599
europe,20200724,3254914,2729717,201962
europe,20200725,3272963,2747335,202250
europe,20200726,3291204,2764086,202445
europe,20200727,3312470,2784172,202695
europe,20200728,3339595,2801647,203028
europe,20200729,3362336,2821158,203446
europe,20200730,3387068,2840148,203776
europe,20200731,3412589,2854705,204161
europe,20200801,3431683,2872619,204401
europe,20200802,3450572,2889296,204649
europe,20200803,3480958,2911777,204915
europe,20200804,3506419,2930108,205336
europe,20200805,3530472,2950193,205701
europe,20200806,3559804,2971960,206045
